username,event_timestamp,event_name,platform,status,ip_address,description,direct_privileges,effective_privileges,inheritance_chain,analyst_context,confidence_level
adam.rodriguez,2026-04-05 08:30:16,Console Login,Okta,Success,10.116.26.150,Standard authentication flow verified.,"Workday, Slack, ServiceNow, BambooHR",Workday,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
vincent.dalton,2026-04-04 11:51:22,Console Login,Okta,Success,10.112.97.159,Standard authentication flow verified.,"Salesforce, Slack, Zoom, HubSpot",Salesforce,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
mike.maxwell,2026-04-04 11:12:49,Console Login,Okta,Success,10.134.103.92,Standard authentication flow verified.,"Jira, Slack",Jira,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
john.hernandez,2026-04-04 10:09:48,Console Login,Active Directory,Success,10.38.90.244,Standard authentication flow verified.,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access -> GG-Sales-Staff -> GG-Sales-Staff",No anomalies detected. Access parameters match baseline profile.,Low
gabriel.juarez,2026-04-02 10:34:01,Console Login,Okta,Success,10.201.13.22,Standard authentication flow verified.,"SharePoint, Slack, DocuSign, Relativity",Slack,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
heidi.roberts,2026-04-01 16:46:39,Console Login,Active Directory,Success,10.194.75.211,Standard authentication flow verified.,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy -> GG-Legal-Staff -> GG-Legal-Staff",No anomalies detected. Access parameters match baseline profile.,Low
william.day,2026-04-01 10:19:39,Console Login,Okta,Success,10.47.86.152,Standard authentication flow verified.,"Salesforce, Slack, Zoom, HubSpot",Salesforce,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
tracey.wagner,2026-04-01 09:50:53,Console Login,Active Directory,Success,10.235.8.32,Standard authentication flow verified.,"GG-Sales-Staff, GG-CRM-Access, GG-Domain-Admins",GG-Domain-Admins,"GG-Sales-Staff, GG-CRM-Access, GG-Domain-Admins -> GG-Sales-Staff -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Low
manuel.king,2026-03-31 14:09:47,Console Login,Active Directory,Success,10.199.162.93,Standard authentication flow verified.,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access -> GG-Sales-Staff -> GG-Sales-Staff",No anomalies detected. Access parameters match baseline profile.,Low
rebecca.valencia,2026-03-31 10:16:10,Console Login,Okta,Success,10.226.218.144,Standard authentication flow verified.,"Salesforce, Slack, Zoom, HubSpot",Salesforce,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
kayla.barnes,2026-03-31 09:50:56,Console Login,Okta,Success,10.47.206.132,Standard authentication flow verified.,"Workday, Slack, ServiceNow, BambooHR",Workday,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
william.ramos,2026-03-30 16:38:38,Console Login,Okta,Success,10.144.152.176,Standard authentication flow verified.,"Jira, Slack",Jira,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
kenneth.daniels,2026-03-30 15:16:45,Console Login,Active Directory,Success,10.95.7.189,Standard authentication flow verified.,"GG-HR-Staff, GG-HRIS-Access",GG-HR-Staff,"GG-HR-Staff, GG-HRIS-Access -> GG-HR-Staff -> GG-HR-Staff",No anomalies detected. Access parameters match baseline profile.,Low
kelly.sanchez,2026-03-30 14:50:21,Console Login,Okta,Success,10.48.21.59,Standard authentication flow verified.,"Salesforce, Slack, Zoom, HubSpot",Salesforce,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
katie.martinez,2026-03-30 13:04:28,Console Login,Active Directory,Success,10.238.176.33,Standard authentication flow verified.,"GG-HR-Staff, GG-HRIS-Access",GG-HR-Staff,"GG-HR-Staff, GG-HRIS-Access -> GG-HR-Staff -> GG-HR-Staff",No anomalies detected. Access parameters match baseline profile.,Low
sharon.beard,2026-03-30 11:14:43,Console Login,Active Directory,Success,10.105.137.167,Standard authentication flow verified.,"GG-Contractors, GG-Guest-Access",GG-Contractors,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
michael.berger,2026-03-30 09:53:09,Console Login,Okta,Success,10.255.149.131,Standard authentication flow verified.,"Salesforce, Slack, Zoom, HubSpot",Salesforce,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
michelle.jackson,2026-03-28 14:08:15,Console Login,Active Directory,Success,10.149.133.218,Standard authentication flow verified.,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access -> GG-Sales-Staff -> GG-Sales-Staff",No anomalies detected. Access parameters match baseline profile.,Low
virginia.casey,2026-03-28 13:25:37,Console Login,Active Directory,Success,10.51.172.78,Standard authentication flow verified.,"GG-HR-Staff, GG-HRIS-Access",GG-HR-Staff,"GG-HR-Staff, GG-HRIS-Access -> GG-HR-Staff -> GG-HR-Staff",No anomalies detected. Access parameters match baseline profile.,Low
michael.stafford,2026-03-28 10:05:18,Console Login,Okta,Success,10.171.47.210,Standard authentication flow verified.,"Salesforce, Slack, Zoom, HubSpot",Salesforce,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
benjamin.beck,2026-03-28 08:12:25,Console Login,Active Directory,Success,10.168.142.222,Standard authentication flow verified.,"GG-Sales-Staff, GG-CRM-Access",GG-Sales-Staff,"GG-Sales-Staff, GG-CRM-Access -> GG-Sales-Staff -> GG-Sales-Staff",No anomalies detected. Access parameters match baseline profile.,Low
jeremy.scott,2026-03-26 17:48:12,Console Login,Okta,Success,10.89.207.212,Standard authentication flow verified.,"Salesforce, Slack, Zoom, HubSpot",Salesforce,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
katherine.church,2026-03-26 16:52:06,Console Login,Okta,Success,10.69.210.236,Standard authentication flow verified.,"Workday, Slack, ServiceNow, BambooHR",Workday,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
lauren.daniels,2026-03-26 08:41:41,Console Login,Okta,Success,10.50.31.104,Standard authentication flow verified.,"SharePoint, Slack, DocuSign, Relativity",Slack,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
kimberly.villanueva,2026-03-25 16:55:59,Console Login,Okta,Success,10.243.120.122,Standard authentication flow verified.,"Jira, Slack",Jira,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
kimberly.flynn,2026-03-25 13:40:41,Console Login,Okta,Success,10.43.132.235,Standard authentication flow verified.,"Salesforce, Slack, Zoom, HubSpot",Salesforce,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
cindy.carr,2026-03-25 09:54:20,Console Login,Okta,Success,10.177.33.141,Standard authentication flow verified.,"SharePoint, Slack, DocuSign, Relativity",Slack,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
michael.hodge,2026-03-25 09:14:59,Console Login,Okta,Success,10.135.101.109,Standard authentication flow verified.,"SharePoint, Slack, DocuSign, Relativity",Slack,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
james.davis,2026-03-25 09:13:45,Console Login,Okta,Success,10.250.46.231,Standard authentication flow verified.,"SharePoint, Slack, DocuSign, Relativity",Slack,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
martin.hughes,2026-03-24 13:15:03,Console Login,Okta,Success,10.243.137.230,Standard authentication flow verified.,"Jira, Slack",Jira,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
william.stevenson,2026-03-24 11:45:31,Console Login,Okta,Success,10.162.245.90,Standard authentication flow verified.,"Workday, Slack, ServiceNow, BambooHR",Workday,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
nicole.frost,2026-03-24 09:57:09,Console Login,Active Directory,Success,10.18.189.150,Standard authentication flow verified.,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy -> GG-Legal-Staff -> GG-Legal-Staff",No anomalies detected. Access parameters match baseline profile.,Low
timothy.walls,2026-03-23 14:46:50,Console Login,Okta,Success,10.249.79.49,Standard authentication flow verified.,"SharePoint, Slack, DocuSign, Relativity",Slack,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
michele.evans,2026-03-23 10:55:08,Console Login,Okta,Success,10.127.74.183,Standard authentication flow verified.,"Salesforce, Slack, Zoom, HubSpot",Salesforce,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
carrie.crane,2026-03-20 12:01:20,Console Login,AWS IAM,Success,10.112.15.230,Standard authentication flow verified.,"arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/AWSBillingReadOnlyAccess",arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
jeremiah.lopez,2026-03-07 00:00:00,Console Login,Okta,Warning,149.206.32.71,Standard authentication flow verified.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",Okta Admin Console,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
jeremiah.lopez,2026-03-07 00:00:00,Console Login,AWS IAM,Success,10.150.113.104,Access to resource: rds:socgen-prod-db.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
jeremiah.lopez,2026-03-07 00:00:00,Console Login,Active Directory,Warning,192.159.106.142,Standard authentication flow verified.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
jeremiah.lopez,2026-03-07 00:00:00,Console Login,Okta,Success,10.5.97.22,Access to resource: \\corp\Legal\Contracts.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",Okta Admin Console,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
jeremiah.lopez,2026-03-07 00:00:00,Console Login,Okta,Success,10.123.243.166,Access to resource: rds:socgen-prod-db.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",Okta Admin Console,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
aimee.gonzalez,2026-03-03 00:00:00,Console Login,AWS IAM,Alert,10.248.246.55,Lingering session activity detected in cloud platform after HR termination date.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
robert.kim,2026-02-26 00:00:00,Console Login,AWS IAM,Success,10.89.237.252,Access to resource: rds:socgen-prod-db.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
robert.kim,2026-02-26 00:00:00,Console Login,AWS IAM,Success,10.53.170.35,Access to resource: \\corp\Finance\Reports.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
robert.kim,2026-02-26 00:00:00,Console Login,Active Directory,Success,10.8.182.202,Access to resource: \\corp\HR\Payroll.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
robert.kim,2026-02-26 00:00:00,Console Login,Active Directory,Success,10.10.199.224,Access to resource: s3://socgen-finance-reports/.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
nicholas.costa,2026-02-25 12:53:17,Console Login,AWS IAM,Success,10.31.77.193,Standard authentication flow verified.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
travis.wise,2026-02-20 00:00:00,Console Login,Okta,Success,10.255.239.128,Access to resource: secretsmanager:GetSecretValue.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk",CyberArk,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
travis.wise,2026-02-20 00:00:00,Console Login,AWS IAM,Success,10.234.123.56,Access to resource: iam:CreateUser.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
travis.wise,2026-02-20 00:00:00,Console Login,Okta,Success,10.81.167.240,Access to resource: iam:CreateUser.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk",CyberArk,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
paul.jenkins,2026-02-14 10:17:41,Console Login,AWS IAM,Success,10.43.127.142,Standard authentication flow verified.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
mrs..gibson,2026-02-07 00:00:00,Console Login,AWS IAM,Warning,218.185.220.187,Standard authentication flow verified.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
mrs..gibson,2026-02-07 00:00:00,Console Login,Active Directory,Success,10.242.124.201,Standard authentication flow verified.,"GG-Legal-Staff, GG-DLP-Policy, GG-Domain-Admins",GG-Domain-Admins,"GG-Legal-Staff, GG-DLP-Policy, GG-Domain-Admins -> GG-Legal-Staff -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Low
mrs..gibson,2026-02-07 00:00:00,Console Login,Okta,Warning,23.132.11.37,Standard authentication flow verified.,"SharePoint, Slack, DocuSign, Relativity",Slack,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
mrs..gibson,2026-02-07 00:00:00,Console Login,Active Directory,Warning,213.110.28.164,Standard authentication flow verified.,"GG-Legal-Staff, GG-DLP-Policy, GG-Domain-Admins",GG-Domain-Admins,"GG-Legal-Staff, GG-DLP-Policy, GG-Domain-Admins -> GG-Legal-Staff -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
rachel.young,2026-02-05 00:00:00,Console Login,AWS IAM,Warning,214.29.34.94,Standard authentication flow verified.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
rachel.young,2026-02-05 00:00:00,Console Login,Active Directory,Warning,145.174.98.100,Standard authentication flow verified.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
rachel.young,2026-02-05 00:00:00,Console Login,Okta,Success,10.83.92.213,Access to resource: rds:socgen-prod-db.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",Okta Admin Console,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
rachel.young,2026-02-05 00:00:00,Console Login,Active Directory,Success,10.51.19.170,Access to resource: GPO:Admin Workstation Policy.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
rachel.young,2026-02-05 00:00:00,Console Login,Okta,Warning,90.2.235.24,Standard authentication flow verified.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",Okta Admin Console,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
samantha.robertson,2026-01-30 13:40:20,Console Login,Active Directory,Success,10.141.133.168,Standard authentication flow verified.,"GG-Contractors, GG-Guest-Access",GG-Contractors,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
rhonda.gutierrez,2026-01-22 00:00:00,Console Login,Okta,Alert,10.51.37.138,Lingering session activity detected in cloud platform after HR termination date.,"Jira, Slack",Jira,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
benjamin.ayala,2026-01-20 00:00:00,Console Login,Okta,Alert,10.126.134.192,Lingering session activity detected in cloud platform after HR termination date.,"Workday, Slack, ServiceNow, BambooHR",Workday,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
jeremiah.baker,2026-01-16 13:19:17,Console Login,Active Directory,Success,10.251.50.249,Standard authentication flow verified.,"GG-Contractors, GG-Guest-Access",GG-Contractors,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
matthew.greene,2026-01-05 16:54:17,Console Login,AWS IAM,Success,10.234.6.202,Standard authentication flow verified.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
aaron.bell,2025-12-27 00:00:00,Console Login,Okta,Alert,10.252.46.194,Lingering session activity detected in cloud platform after HR termination date.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk, Okta Admin Console",Okta Admin Console,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
kaylee.hays,2025-12-22 17:15:36,Console Login,Active Directory,Success,10.213.95.171,Standard authentication flow verified.,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access",GG-Dev-Staff,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access -> GG-Dev-Staff -> GG-Dev-Staff",No anomalies detected. Access parameters match baseline profile.,Low
marc.lynch,2025-12-21 00:00:00,Console Login,AWS IAM,Success,10.144.51.214,Access to resource: \\corp\Legal\Contracts.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
marc.lynch,2025-12-21 00:00:00,Console Login,Active Directory,Success,10.251.52.224,Access to resource: \\corp\Finance\Reports.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Low
svc-sometimes-prod,2025-12-18 00:00:00,Console Login,Active Directory,Warning,197.13.181.219,Standard authentication flow verified.,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins -> GG-Dev-Staff -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
evan.lamb,2025-12-18 00:00:00,Console Login,Okta,Alert,10.111.29.149,Lingering session activity detected in cloud platform after HR termination date.,"Jira, Slack",Jira,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
james.brooks,2025-12-17 00:00:00,Console Login,Active Directory,Success,10.71.240.115,Standard authentication flow verified.,"GG-Legal-Staff, GG-DLP-Policy, GG-Domain-Admins",GG-Domain-Admins,"GG-Legal-Staff, GG-DLP-Policy, GG-Domain-Admins -> GG-Legal-Staff -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Low
ashley.singleton,2025-12-16 14:43:46,Console Login,Active Directory,Success,10.121.227.157,Standard authentication flow verified.,"GG-Legal-Staff, GG-DLP-Policy",GG-Legal-Staff,"GG-Legal-Staff, GG-DLP-Policy -> GG-Legal-Staff -> GG-Legal-Staff",No anomalies detected. Access parameters match baseline profile.,Low
casey.johnson,2025-12-12 00:00:00,Console Login,Active Directory,Success,10.131.55.185,Access to resource: \\corp\Finance\Reports.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
casey.johnson,2025-12-12 00:00:00,Console Login,Active Directory,Success,10.85.211.127,Access to resource: secretsmanager:GetSecretValue.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
casey.johnson,2025-12-12 00:00:00,Console Login,AWS IAM,Success,10.245.115.42,Access to resource: s3://socgen-finance-reports/.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
keith.jacobs,2025-12-11 00:00:00,Console Login,AWS IAM,Success,10.29.38.172,Access to resource: iam:AttachUserPolicy.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
svc-sort-test,2025-12-11 00:00:00,Console Login,Active Directory,Warning,142.99.71.41,Standard authentication flow verified.,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins",GG-Domain-Admins,"GG-Dev-Staff, GG-Git-Users, GG-VPN-Access, GG-Domain-Admins -> GG-Dev-Staff -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
keith.jacobs,2025-12-11 00:00:00,Console Login,AWS IAM,Success,10.81.15.37,Access to resource: cloudtrail:StopLogging.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
keith.jacobs,2025-12-11 00:00:00,Console Login,Okta,Success,10.64.34.61,Access to resource: lambda:socgen-etl-function.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk",CyberArk,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
keith.jacobs,2025-12-11 00:00:00,Console Login,Okta,Success,10.16.78.174,Access to resource: s3://socgen-finance-reports/.,"AWS SSO, GitHub Enterprise, ServiceNow, Slack, CyberArk",CyberArk,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
svc-sort-test,2025-12-11 00:00:00,Console Login,AWS IAM,Warning,216.128.15.171,Standard authentication flow verified.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-sort-test,2025-12-11 00:00:00,Console Login,Okta,Warning,74.158.122.154,Standard authentication flow verified.,None,None,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
daniel.steele,2025-12-07 13:23:11,Console Login,Active Directory,Success,10.228.22.68,Standard authentication flow verified.,"GG-Contractors, GG-Guest-Access",GG-Contractors,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
donald.ellis,2025-11-29 16:40:59,Console Login,AWS IAM,Success,10.63.15.62,Standard authentication flow verified.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
kevin.kennedy,2025-11-09 15:52:46,Console Login,AWS IAM,Success,10.137.165.219,Standard authentication flow verified.,"arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess, arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess, arn:aws:iam::aws:policy/CloudWatchLogsReadOnlyAccess",arn:aws:iam::aws:policy/AmazonEC2ReadOnlyAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Low
allison.hill,2025-11-08 00:00:00,Console Login,AWS IAM,Alert,10.194.138.254,Lingering session activity detected in cloud platform after HR termination date.,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess,Direct Assignment,Account is deactivated in HR registry (AD disabled) but remains active in cloud infrastructure.,High
svc-none-prod,2025-11-01 00:00:00,Console Login,AWS IAM,Warning,12.164.17.122,Standard authentication flow verified.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-none-prod,2025-11-01 00:00:00,Console Login,Active Directory,Warning,91.150.87.180,Standard authentication flow verified.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
svc-none-prod,2025-11-01 00:00:00,Console Login,Okta,Warning,68.89.120.132,Standard authentication flow verified.,None,None,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-none-prod,2025-11-01 00:00:00,Console Login,Okta,Warning,161.125.37.130,Standard authentication flow verified.,None,None,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-none-prod,2025-11-01 00:00:00,Console Login,Okta,Warning,211.38.61.61,Standard authentication flow verified.,None,None,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-none-prod,2025-11-01 00:00:00,Console Login,Active Directory,Warning,183.176.187.209,Standard authentication flow verified.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
svc-none-prod,2025-11-01 00:00:00,Console Login,AWS IAM,Warning,157.227.187.108,Standard authentication flow verified.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-none-prod,2025-11-01 00:00:00,Console Login,AWS IAM,Warning,223.180.206.240,Standard authentication flow verified.,arn:aws:iam::aws:policy/AdministratorAccess,arn:aws:iam::aws:policy/AdministratorAccess,Direct Assignment,No anomalies detected. Access parameters match baseline profile.,Medium
svc-none-prod,2025-11-01 00:00:00,Console Login,Active Directory,Warning,213.9.176.92,Standard authentication flow verified.,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins",GG-Domain-Admins,"GG-IT-Staff, GG-Infra-Ops, GG-ServiceDesk, GG-Domain-Admins -> GG-Infra-Ops, GG-Domain-Admins -> GG-Domain-Admins",No anomalies detected. Access parameters match baseline profile.,Medium
